condition,rating,idea_id,from_ego_id,for_alter_id
notrecommended,4,5685_7,ego_trt_120,alt_59
recommended,4,5720_7,ego_trt_120,alt_37
recommended,2,5721_7,ego_trt_120,alt_37
recommended,5,5722_7,ego_trt_120,alt_37
recommended,3,5723_7,ego_trt_120,alt_37
recommended,3,5724_7,ego_trt_120,alt_37
recommended,4,5725_7,ego_trt_120,alt_37
notrecommended,4,5760_7,ego_trt_120,alt_13
notrecommended,4,5761_7,ego_trt_120,alt_13
notrecommended,4,5762_7,ego_trt_120,alt_13
notrecommended,4,5763_7,ego_trt_120,alt_13
notrecommended,4,5764_7,ego_trt_120,alt_13
notrecommended,4,5765_7,ego_trt_120,alt_13
notrecommended,4,5800_7,ego_trt_120,alt_19
notrecommended,4,5801_7,ego_trt_120,alt_19
notrecommended,3,5802_7,ego_trt_120,alt_19
notrecommended,5,5803_7,ego_trt_120,alt_19
notrecommended,5,5804_7,ego_trt_120,alt_19
notrecommended,4,5805_7,ego_trt_120,alt_19
recommended,3,5840_7,ego_trt_120,alt_9
recommended,4,5841_7,ego_trt_120,alt_9
recommended,3,5842_7,ego_trt_120,alt_9
recommended,4,5843_7,ego_trt_120,alt_9
recommended,4,5844_7,ego_trt_120,alt_9
recommended,3,5845_7,ego_trt_120,alt_9
recommended,2,5630_7,ego_trt_123,alt_42
recommended,1,5631_7,ego_trt_123,alt_42
recommended,3,5632_7,ego_trt_123,alt_42
recommended,2,5633_7,ego_trt_123,alt_42
recommended,4,5634_7,ego_trt_123,alt_42
recommended,3,5635_7,ego_trt_123,alt_42
notrecommended,4,5672_7,ego_trt_123,alt_59
notrecommended,3,5673_7,ego_trt_123,alt_59
notrecommended,2,5674_7,ego_trt_123,alt_59
notrecommended,3,5675_7,ego_trt_123,alt_59
notrecommended,3,5676_7,ego_trt_123,alt_59
notrecommended,2,5677_7,ego_trt_123,alt_59
notrecommended,3,5712_7,ego_trt_123,alt_37
notrecommended,4,5713_7,ego_trt_123,alt_37
notrecommended,3,5714_7,ego_trt_123,alt_37
notrecommended,4,5715_7,ego_trt_123,alt_37
notrecommended,5,5716_7,ego_trt_123,alt_37
notrecommended,4,5717_7,ego_trt_123,alt_37
notrecommended,5,5752_7,ego_trt_123,alt_13
notrecommended,4,5753_7,ego_trt_123,alt_13
notrecommended,4,5754_7,ego_trt_123,alt_13
notrecommended,4,5755_7,ego_trt_123,alt_13
notrecommended,4,5756_7,ego_trt_123,alt_13
notrecommended,4,5757_7,ego_trt_123,alt_13
notrecommended,5,5792_7,ego_trt_123,alt_19
notrecommended,5,5793_7,ego_trt_123,alt_19
notrecommended,5,5794_7,ego_trt_123,alt_19
notrecommended,4,5795_7,ego_trt_123,alt_19
notrecommended,3,5796_7,ego_trt_123,alt_19
notrecommended,5,5797_7,ego_trt_123,alt_19
recommended,5,5832_7,ego_trt_123,alt_9
recommended,3,5833_7,ego_trt_123,alt_9
recommended,4,5834_7,ego_trt_123,alt_9
recommended,5,5835_7,ego_trt_123,alt_9
recommended,3,5836_7,ego_trt_123,alt_9
recommended,4,5837_7,ego_trt_123,alt_9
notrecommended,4,5648_7,ego_trt_120,alt_42
notrecommended,4,5649_7,ego_trt_120,alt_42
notrecommended,4,5650_7,ego_trt_120,alt_42
notrecommended,4,5651_7,ego_trt_120,alt_42
notrecommended,4,5652_7,ego_trt_120,alt_42
notrecommended,4,5653_7,ego_trt_120,alt_42
recommended,3,5688_7,ego_trt_120,alt_59
recommended,3,5689_7,ego_trt_120,alt_59
recommended,3,5690_7,ego_trt_120,alt_59
recommended,4,5691_7,ego_trt_120,alt_59
recommended,4,5692_7,ego_trt_120,alt_59
recommended,4,5693_7,ego_trt_120,alt_59
notrecommended,4,5728_7,ego_trt_120,alt_37
notrecommended,5,5729_7,ego_trt_120,alt_37
notrecommended,4,5730_7,ego_trt_120,alt_37
notrecommended,3,5731_7,ego_trt_120,alt_37
notrecommended,5,5732_7,ego_trt_120,alt_37
notrecommended,4,5733_7,ego_trt_120,alt_37
notrecommended,4,5768_7,ego_trt_120,alt_13
notrecommended,5,5770_7,ego_trt_120,alt_13
notrecommended,3,5771_7,ego_trt_120,alt_13
notrecommended,5,5772_7,ego_trt_120,alt_13
notrecommended,4,5773_7,ego_trt_120,alt_13
recommended,3,5808_7,ego_trt_120,alt_19
recommended,4,5809_7,ego_trt_120,alt_19
recommended,4,5810_7,ego_trt_120,alt_19
recommended,4,5811_7,ego_trt_120,alt_19
recommended,3,5812_7,ego_trt_120,alt_19
recommended,5,5813_7,ego_trt_120,alt_19
notrecommended,3,5850_7,ego_trt_120,alt_9
notrecommended,4,5851_7,ego_trt_120,alt_9
notrecommended,4,5852_7,ego_trt_120,alt_9
notrecommended,3,5853_7,ego_trt_120,alt_9
notrecommended,3,5640_7,ego_trt_123,alt_42
notrecommended,3,5641_7,ego_trt_123,alt_42
notrecommended,4,5642_7,ego_trt_123,alt_42
notrecommended,3,5643_7,ego_trt_123,alt_42
notrecommended,2,5644_7,ego_trt_123,alt_42
notrecommended,3,5645_7,ego_trt_123,alt_42
notrecommended,3,5680_7,ego_trt_123,alt_59
notrecommended,2,5681_7,ego_trt_123,alt_59
notrecommended,4,5682_7,ego_trt_123,alt_59
notrecommended,5,5683_7,ego_trt_123,alt_59
notrecommended,4,5684_7,ego_trt_123,alt_59
notrecommended,2,5685_7,ego_trt_123,alt_59
notrecommended,2,5720_7,ego_trt_123,alt_37
notrecommended,4,5721_7,ego_trt_123,alt_37
notrecommended,4,5722_7,ego_trt_123,alt_37
notrecommended,2,5723_7,ego_trt_123,alt_37
notrecommended,3,5724_7,ego_trt_123,alt_37
notrecommended,4,5725_7,ego_trt_123,alt_37
recommended,3,5760_7,ego_trt_123,alt_13
recommended,3,5761_7,ego_trt_123,alt_13
recommended,4,5762_7,ego_trt_123,alt_13
recommended,5,5763_7,ego_trt_123,alt_13
recommended,4,5764_7,ego_trt_123,alt_13
recommended,4,5765_7,ego_trt_123,alt_13
recommended,4,5800_7,ego_trt_123,alt_19
recommended,4,5801_7,ego_trt_123,alt_19
recommended,5,5802_7,ego_trt_123,alt_19
recommended,5,5803_7,ego_trt_123,alt_19
recommended,3,5804_7,ego_trt_123,alt_19
recommended,4,5805_7,ego_trt_123,alt_19
notrecommended,3,5840_7,ego_trt_123,alt_9
notrecommended,4,5841_7,ego_trt_123,alt_9
notrecommended,3,5842_7,ego_trt_123,alt_9
notrecommended,4,5843_7,ego_trt_123,alt_9
notrecommended,5,5844_7,ego_trt_123,alt_9
notrecommended,4,5845_7,ego_trt_123,alt_9
recommended,4,5648_7,ego_trt_123,alt_42
recommended,2,5649_7,ego_trt_123,alt_42
recommended,3,5650_7,ego_trt_123,alt_42
recommended,2,5651_7,ego_trt_123,alt_42
recommended,4,5652_7,ego_trt_123,alt_42
recommended,5,5653_7,ego_trt_123,alt_42
notrecommended,3,5688_7,ego_trt_123,alt_59
notrecommended,4,5689_7,ego_trt_123,alt_59
notrecommended,3,5690_7,ego_trt_123,alt_59
notrecommended,5,5691_7,ego_trt_123,alt_59
notrecommended,3,5692_7,ego_trt_123,alt_59
notrecommended,4,5693_7,ego_trt_123,alt_59
notrecommended,4,5728_7,ego_trt_123,alt_37
notrecommended,3,5729_7,ego_trt_123,alt_37
notrecommended,4,5730_7,ego_trt_123,alt_37
notrecommended,4,5731_7,ego_trt_123,alt_37
notrecommended,3,5732_7,ego_trt_123,alt_37
notrecommended,4,5733_7,ego_trt_123,alt_37
notrecommended,2,5768_7,ego_trt_123,alt_13
notrecommended,3,5770_7,ego_trt_123,alt_13
notrecommended,4,5771_7,ego_trt_123,alt_13
notrecommended,3,5772_7,ego_trt_123,alt_13
notrecommended,5,5773_7,ego_trt_123,alt_13
notrecommended,3,5808_7,ego_trt_123,alt_19
notrecommended,4,5809_7,ego_trt_123,alt_19
notrecommended,3,5810_7,ego_trt_123,alt_19
notrecommended,5,5811_7,ego_trt_123,alt_19
notrecommended,3,5812_7,ego_trt_123,alt_19
notrecommended,4,5813_7,ego_trt_123,alt_19
recommended,4,5850_7,ego_trt_123,alt_9
recommended,2,5851_7,ego_trt_123,alt_9
recommended,4,5852_7,ego_trt_123,alt_9
recommended,3,5853_7,ego_trt_123,alt_9
recommended,5,5656_7,ego_trt_120,alt_42
recommended,4,5658_7,ego_trt_120,alt_42
recommended,4,5659_7,ego_trt_120,alt_42
recommended,5,5660_7,ego_trt_120,alt_42
recommended,3,5661_7,ego_trt_120,alt_42
notrecommended,4,5696_7,ego_trt_120,alt_59
notrecommended,4,5697_7,ego_trt_120,alt_59
notrecommended,4,5698_7,ego_trt_120,alt_59
notrecommended,4,5699_7,ego_trt_120,alt_59
notrecommended,4,5700_7,ego_trt_120,alt_59
notrecommended,5,5701_7,ego_trt_120,alt_59
notrecommended,4,5736_7,ego_trt_120,alt_37
notrecommended,4,5737_7,ego_trt_120,alt_37
notrecommended,3,5738_7,ego_trt_120,alt_37
notrecommended,4,5739_7,ego_trt_120,alt_37
notrecommended,4,5740_7,ego_trt_120,alt_37
notrecommended,5,5741_7,ego_trt_120,alt_37
notrecommended,3,5776_7,ego_trt_120,alt_13
notrecommended,4,5777_7,ego_trt_120,alt_13
notrecommended,5,5778_7,ego_trt_120,alt_13
notrecommended,5,5780_7,ego_trt_120,alt_13
notrecommended,3,5781_7,ego_trt_120,alt_13
recommended,4,5816_7,ego_trt_120,alt_19
recommended,4,5817_7,ego_trt_120,alt_19
recommended,4,5818_7,ego_trt_120,alt_19
recommended,5,5819_7,ego_trt_120,alt_19
recommended,4,5820_7,ego_trt_120,alt_19
recommended,5,5821_7,ego_trt_120,alt_19
notrecommended,5,5856_7,ego_trt_120,alt_9
notrecommended,2,5857_7,ego_trt_120,alt_9
notrecommended,3,5858_7,ego_trt_120,alt_9
notrecommended,5,5859_7,ego_trt_120,alt_9
notrecommended,4,5860_7,ego_trt_120,alt_9
notrecommended,5,5861_7,ego_trt_120,alt_9
notrecommended,3,5656_7,ego_trt_123,alt_42
notrecommended,4,5658_7,ego_trt_123,alt_42
notrecommended,3,5659_7,ego_trt_123,alt_42
notrecommended,4,5660_7,ego_trt_123,alt_42
notrecommended,3,5661_7,ego_trt_123,alt_42
recommended,2,5696_7,ego_trt_123,alt_59
recommended,4,5697_7,ego_trt_123,alt_59
recommended,3,5698_7,ego_trt_123,alt_59
recommended,3,5699_7,ego_trt_123,alt_59
recommended,4,5700_7,ego_trt_123,alt_59
recommended,3,5701_7,ego_trt_123,alt_59
recommended,3,5736_7,ego_trt_123,alt_37
recommended,2,5737_7,ego_trt_123,alt_37
recommended,5,5738_7,ego_trt_123,alt_37
recommended,3,5739_7,ego_trt_123,alt_37
recommended,4,5740_7,ego_trt_123,alt_37
recommended,4,5741_7,ego_trt_123,alt_37
notrecommended,4,5776_7,ego_trt_123,alt_13
notrecommended,3,5777_7,ego_trt_123,alt_13
notrecommended,5,5778_7,ego_trt_123,alt_13
notrecommended,4,5780_7,ego_trt_123,alt_13
notrecommended,5,5781_7,ego_trt_123,alt_13
notrecommended,4,5816_7,ego_trt_123,alt_19
notrecommended,3,5817_7,ego_trt_123,alt_19
notrecommended,4,5818_7,ego_trt_123,alt_19
notrecommended,5,5819_7,ego_trt_123,alt_19
notrecommended,4,5820_7,ego_trt_123,alt_19
notrecommended,3,5821_7,ego_trt_123,alt_19
notrecommended,4,5856_7,ego_trt_123,alt_9
notrecommended,3,5857_7,ego_trt_123,alt_9
notrecommended,5,5858_7,ego_trt_123,alt_9
notrecommended,5,5859_7,ego_trt_123,alt_9
notrecommended,5,5860_7,ego_trt_123,alt_9
notrecommended,5,5861_7,ego_trt_123,alt_9
recommended,4,5664_7,ego_trt_120,alt_42
recommended,4,5665_7,ego_trt_120,alt_42
recommended,4,5666_7,ego_trt_120,alt_42
recommended,4,5667_7,ego_trt_120,alt_42
recommended,4,5668_7,ego_trt_120,alt_42
recommended,4,5669_7,ego_trt_120,alt_42
notrecommended,4,5704_7,ego_trt_120,alt_59
notrecommended,4,5705_7,ego_trt_120,alt_59
notrecommended,4,5706_7,ego_trt_120,alt_59
notrecommended,5,5707_7,ego_trt_120,alt_59
notrecommended,3,5708_7,ego_trt_120,alt_59
notrecommended,5,5709_7,ego_trt_120,alt_59
notrecommended,2,5744_7,ego_trt_120,alt_37
notrecommended,4,5745_7,ego_trt_120,alt_37
notrecommended,3,5746_7,ego_trt_120,alt_37
notrecommended,4,5747_7,ego_trt_120,alt_37
notrecommended,3,5748_7,ego_trt_120,alt_37
notrecommended,4,5749_7,ego_trt_120,alt_37
notrecommended,5,5784_7,ego_trt_120,alt_13
notrecommended,3,5785_7,ego_trt_120,alt_13
notrecommended,4,5786_7,ego_trt_120,alt_13
notrecommended,5,5787_7,ego_trt_120,alt_13
notrecommended,3,5788_7,ego_trt_120,alt_13
notrecommended,5,5789_7,ego_trt_120,alt_13
recommended,3,5824_7,ego_trt_120,alt_19
recommended,4,5825_7,ego_trt_120,alt_19
recommended,5,5826_7,ego_trt_120,alt_19
recommended,4,5827_7,ego_trt_120,alt_19
recommended,3,5828_7,ego_trt_120,alt_19
recommended,5,5829_7,ego_trt_120,alt_19
notrecommended,2,5864_7,ego_trt_120,alt_9
notrecommended,4,5865_7,ego_trt_120,alt_9
notrecommended,5,5866_7,ego_trt_120,alt_9
notrecommended,3,5867_7,ego_trt_120,alt_9
notrecommended,5,5868_7,ego_trt_120,alt_9
notrecommended,4,5869_7,ego_trt_120,alt_9
notrecommended,4,5664_7,ego_trt_123,alt_42
notrecommended,3,5665_7,ego_trt_123,alt_42
notrecommended,5,5666_7,ego_trt_123,alt_42
notrecommended,4,5667_7,ego_trt_123,alt_42
notrecommended,5,5668_7,ego_trt_123,alt_42
notrecommended,4,5669_7,ego_trt_123,alt_42
recommended,3,5704_7,ego_trt_123,alt_59
recommended,4,5705_7,ego_trt_123,alt_59
recommended,5,5706_7,ego_trt_123,alt_59
recommended,4,5707_7,ego_trt_123,alt_59
recommended,2,5708_7,ego_trt_123,alt_59
recommended,4,5709_7,ego_trt_123,alt_59
recommended,3,5744_7,ego_trt_123,alt_37
recommended,4,5745_7,ego_trt_123,alt_37
recommended,3,5746_7,ego_trt_123,alt_37
recommended,2,5747_7,ego_trt_123,alt_37
recommended,4,5748_7,ego_trt_123,alt_37
recommended,3,5749_7,ego_trt_123,alt_37
notrecommended,5,5784_7,ego_trt_123,alt_13
notrecommended,4,5785_7,ego_trt_123,alt_13
notrecommended,3,5786_7,ego_trt_123,alt_13
notrecommended,5,5787_7,ego_trt_123,alt_13
notrecommended,4,5788_7,ego_trt_123,alt_13
notrecommended,3,5789_7,ego_trt_123,alt_13
notrecommended,4,5824_7,ego_trt_123,alt_19
notrecommended,3,5825_7,ego_trt_123,alt_19
notrecommended,5,5826_7,ego_trt_123,alt_19
notrecommended,5,5827_7,ego_trt_123,alt_19
notrecommended,5,5828_7,ego_trt_123,alt_19
notrecommended,5,5829_7,ego_trt_123,alt_19
notrecommended,4,5864_7,ego_trt_123,alt_9
notrecommended,5,5865_7,ego_trt_123,alt_9
notrecommended,4,5866_7,ego_trt_123,alt_9
notrecommended,5,5867_7,ego_trt_123,alt_9
notrecommended,5,5868_7,ego_trt_123,alt_9
notrecommended,4,5869_7,ego_trt_123,alt_9
notrecommended,4,12190_8,ego_trt_139,alt_54
notrecommended,3,12191_8,ego_trt_139,alt_54
notrecommended,3,12192_8,ego_trt_139,alt_54
notrecommended,3,12193_8,ego_trt_139,alt_54
notrecommended,4,12194_8,ego_trt_139,alt_54
notrecommended,4,12195_8,ego_trt_139,alt_54
notrecommended,3,12230_8,ego_trt_139,alt_25
notrecommended,3,12231_8,ego_trt_139,alt_25
notrecommended,4,12232_8,ego_trt_139,alt_25
notrecommended,4,12233_8,ego_trt_139,alt_25
notrecommended,3,12234_8,ego_trt_139,alt_25
notrecommended,4,12235_8,ego_trt_139,alt_25
recommended,4,12270_8,ego_trt_139,alt_55
recommended,3,12271_8,ego_trt_139,alt_55
recommended,3,12272_8,ego_trt_139,alt_55
recommended,4,12273_8,ego_trt_139,alt_55
recommended,3,12274_8,ego_trt_139,alt_55
recommended,4,12275_8,ego_trt_139,alt_55
recommended,3,12310_8,ego_trt_139,alt_2
recommended,4,12311_8,ego_trt_139,alt_2
recommended,3,12312_8,ego_trt_139,alt_2
recommended,3,12313_8,ego_trt_139,alt_2
recommended,3,12314_8,ego_trt_139,alt_2
recommended,3,12315_8,ego_trt_139,alt_2
notrecommended,4,12350_8,ego_trt_139,alt_40
notrecommended,4,12351_8,ego_trt_139,alt_40
notrecommended,4,12352_8,ego_trt_139,alt_40
notrecommended,4,12353_8,ego_trt_139,alt_40
notrecommended,5,12354_8,ego_trt_139,alt_40
notrecommended,4,12355_8,ego_trt_139,alt_40
notrecommended,4,12390_8,ego_trt_139,alt_26
notrecommended,3,12391_8,ego_trt_139,alt_26
notrecommended,4,12392_8,ego_trt_139,alt_26
notrecommended,4,12393_8,ego_trt_139,alt_26
notrecommended,3,12394_8,ego_trt_139,alt_26
notrecommended,4,12395_8,ego_trt_139,alt_26
notrecommended,3,12198_8,ego_trt_139,alt_54
notrecommended,3,12199_8,ego_trt_139,alt_54
notrecommended,3,12200_8,ego_trt_139,alt_54
notrecommended,3,12201_8,ego_trt_139,alt_54
notrecommended,4,12202_8,ego_trt_139,alt_54
notrecommended,3,12203_8,ego_trt_139,alt_54
notrecommended,3,12238_8,ego_trt_139,alt_25
notrecommended,4,12239_8,ego_trt_139,alt_25
notrecommended,3,12240_8,ego_trt_139,alt_25
notrecommended,4,12241_8,ego_trt_139,alt_25
notrecommended,3,12242_8,ego_trt_139,alt_25
notrecommended,3,12243_8,ego_trt_139,alt_25
recommended,3,12278_8,ego_trt_139,alt_55
recommended,4,12279_8,ego_trt_139,alt_55
recommended,3,12280_8,ego_trt_139,alt_55
recommended,4,12281_8,ego_trt_139,alt_55
recommended,4,12282_8,ego_trt_139,alt_55
recommended,4,12283_8,ego_trt_139,alt_55
notrecommended,3,12318_8,ego_trt_139,alt_2
notrecommended,3,12319_8,ego_trt_139,alt_2
notrecommended,3,12320_8,ego_trt_139,alt_2
notrecommended,4,12321_8,ego_trt_139,alt_2
notrecommended,3,12322_8,ego_trt_139,alt_2
notrecommended,3,12323_8,ego_trt_139,alt_2
recommended,4,12358_8,ego_trt_139,alt_40
recommended,3,12359_8,ego_trt_139,alt_40
recommended,3,12360_8,ego_trt_139,alt_40
recommended,4,12361_8,ego_trt_139,alt_40
recommended,4,12362_8,ego_trt_139,alt_40
recommended,4,12363_8,ego_trt_139,alt_40
notrecommended,4,12398_8,ego_trt_139,alt_26
notrecommended,3,12399_8,ego_trt_139,alt_26
notrecommended,4,12400_8,ego_trt_139,alt_26
notrecommended,4,12401_8,ego_trt_139,alt_26
notrecommended,3,12402_8,ego_trt_139,alt_26
notrecommended,4,12403_8,ego_trt_139,alt_26
recommended,3,14712_10,ego_trt_175,alt_58
recommended,2,14713_10,ego_trt_175,alt_58
recommended,4,14714_10,ego_trt_175,alt_58
recommended,2,14715_10,ego_trt_175,alt_58
recommended,4,14716_10,ego_trt_175,alt_58
recommended,2,14717_10,ego_trt_175,alt_58
notrecommended,2,14752_10,ego_trt_175,alt_11
notrecommended,3,14753_10,ego_trt_175,alt_11
notrecommended,2,14754_10,ego_trt_175,alt_11
notrecommended,3,14755_10,ego_trt_175,alt_11
notrecommended,1,14756_10,ego_trt_175,alt_11
notrecommended,1,14757_10,ego_trt_175,alt_11
notrecommended,1,14792_10,ego_trt_175,alt_43
notrecommended,3,14794_10,ego_trt_175,alt_43
notrecommended,2,14795_10,ego_trt_175,alt_43
notrecommended,4,14796_10,ego_trt_175,alt_43
notrecommended,2,14797_10,ego_trt_175,alt_43
notrecommended,2,14832_10,ego_trt_175,alt_1
notrecommended,1,14833_10,ego_trt_175,alt_1
notrecommended,1,14834_10,ego_trt_175,alt_1
notrecommended,1,14835_10,ego_trt_175,alt_1
notrecommended,2,14837_10,ego_trt_175,alt_1
recommended,1,14872_10,ego_trt_175,alt_7
recommended,2,14873_10,ego_trt_175,alt_7
recommended,4,14874_10,ego_trt_175,alt_7
recommended,2,14875_10,ego_trt_175,alt_7
recommended,2,14876_10,ego_trt_175,alt_7
recommended,2,14877_10,ego_trt_175,alt_7
notrecommended,2,14912_10,ego_trt_175,alt_30
notrecommended,1,14913_10,ego_trt_175,alt_30
notrecommended,1,14914_10,ego_trt_175,alt_30
notrecommended,1,14915_10,ego_trt_175,alt_30
notrecommended,1,14916_10,ego_trt_175,alt_30
notrecommended,1,14917_10,ego_trt_175,alt_30
notrecommended,4,12206_8,ego_trt_139,alt_54
notrecommended,3,12207_8,ego_trt_139,alt_54
notrecommended,4,12208_8,ego_trt_139,alt_54
notrecommended,4,12209_8,ego_trt_139,alt_54
notrecommended,3,12210_8,ego_trt_139,alt_54
notrecommended,4,12211_8,ego_trt_139,alt_54
recommended,3,12246_8,ego_trt_139,alt_25
recommended,4,12247_8,ego_trt_139,alt_25
recommended,3,12248_8,ego_trt_139,alt_25
recommended,4,12249_8,ego_trt_139,alt_25
recommended,3,12250_8,ego_trt_139,alt_25
recommended,3,12251_8,ego_trt_139,alt_25
notrecommended,3,12286_8,ego_trt_139,alt_55
notrecommended,3,12287_8,ego_trt_139,alt_55
notrecommended,4,12288_8,ego_trt_139,alt_55
notrecommended,3,12289_8,ego_trt_139,alt_55
notrecommended,3,12290_8,ego_trt_139,alt_55
notrecommended,4,12326_8,ego_trt_139,alt_2
notrecommended,3,12327_8,ego_trt_139,alt_2
notrecommended,4,12328_8,ego_trt_139,alt_2
notrecommended,3,12329_8,ego_trt_139,alt_2
notrecommended,4,12330_8,ego_trt_139,alt_2
notrecommended,3,12331_8,ego_trt_139,alt_2
notrecommended,3,12366_8,ego_trt_139,alt_40
notrecommended,3,12367_8,ego_trt_139,alt_40
notrecommended,4,12368_8,ego_trt_139,alt_40
notrecommended,3,12369_8,ego_trt_139,alt_40
notrecommended,4,12370_8,ego_trt_139,alt_40
notrecommended,4,12371_8,ego_trt_139,alt_40
recommended,3,12406_8,ego_trt_139,alt_26
recommended,4,12407_8,ego_trt_139,alt_26
recommended,3,12408_8,ego_trt_139,alt_26
recommended,3,12409_8,ego_trt_139,alt_26
recommended,2,12410_8,ego_trt_139,alt_26
recommended,3,12411_8,ego_trt_139,alt_26
notrecommended,4,5630_7,ego_trt_125,alt_42
notrecommended,5,5631_7,ego_trt_125,alt_42
notrecommended,4,5632_7,ego_trt_125,alt_42
notrecommended,4,5633_7,ego_trt_125,alt_42
notrecommended,4,5634_7,ego_trt_125,alt_42
notrecommended,5,5635_7,ego_trt_125,alt_42
recommended,4,5672_7,ego_trt_125,alt_59
recommended,5,5673_7,ego_trt_125,alt_59
recommended,4,5674_7,ego_trt_125,alt_59
recommended,3,5675_7,ego_trt_125,alt_59
recommended,5,5676_7,ego_trt_125,alt_59
recommended,4,5677_7,ego_trt_125,alt_59
notrecommended,4,5712_7,ego_trt_125,alt_37
notrecommended,4,5713_7,ego_trt_125,alt_37
notrecommended,3,5714_7,ego_trt_125,alt_37
notrecommended,5,5715_7,ego_trt_125,alt_37
notrecommended,4,5716_7,ego_trt_125,alt_37
notrecommended,5,5717_7,ego_trt_125,alt_37
recommended,4,5752_7,ego_trt_125,alt_13
recommended,5,5753_7,ego_trt_125,alt_13
recommended,4,5754_7,ego_trt_125,alt_13
recommended,4,5755_7,ego_trt_125,alt_13
recommended,5,5756_7,ego_trt_125,alt_13
recommended,4,5757_7,ego_trt_125,alt_13
notrecommended,3,5792_7,ego_trt_125,alt_19
notrecommended,5,5793_7,ego_trt_125,alt_19
notrecommended,4,5794_7,ego_trt_125,alt_19
notrecommended,5,5795_7,ego_trt_125,alt_19
notrecommended,3,5796_7,ego_trt_125,alt_19
notrecommended,5,5797_7,ego_trt_125,alt_19
notrecommended,4,5832_7,ego_trt_125,alt_9
notrecommended,5,5833_7,ego_trt_125,alt_9
notrecommended,4,5834_7,ego_trt_125,alt_9
notrecommended,4,5835_7,ego_trt_125,alt_9
notrecommended,4,5836_7,ego_trt_125,alt_9
notrecommended,5,5837_7,ego_trt_125,alt_9
recommended,1,14720_10,ego_trt_175,alt_58
recommended,3,14721_10,ego_trt_175,alt_58
recommended,3,14722_10,ego_trt_175,alt_58
recommended,3,14723_10,ego_trt_175,alt_58
recommended,2,14724_10,ego_trt_175,alt_58
recommended,2,14725_10,ego_trt_175,alt_58
notrecommended,2,14760_10,ego_trt_175,alt_11
notrecommended,3,14761_10,ego_trt_175,alt_11
notrecommended,2,14762_10,ego_trt_175,alt_11
notrecommended,2,14763_10,ego_trt_175,alt_11
notrecommended,3,14764_10,ego_trt_175,alt_11
notrecommended,2,14765_10,ego_trt_175,alt_11
recommended,4,14800_10,ego_trt_175,alt_43
recommended,2,14801_10,ego_trt_175,alt_43
recommended,3,14802_10,ego_trt_175,alt_43
recommended,2,14803_10,ego_trt_175,alt_43
recommended,3,14804_10,ego_trt_175,alt_43
recommended,2,14805_10,ego_trt_175,alt_43
notrecommended,2,14840_10,ego_trt_175,alt_1
notrecommended,3,14841_10,ego_trt_175,alt_1
notrecommended,2,14842_10,ego_trt_175,alt_1
notrecommended,3,14843_10,ego_trt_175,alt_1
notrecommended,2,14844_10,ego_trt_175,alt_1
notrecommended,3,14845_10,ego_trt_175,alt_1
notrecommended,4,14880_10,ego_trt_175,alt_7
notrecommended,3,14881_10,ego_trt_175,alt_7
notrecommended,4,14882_10,ego_trt_175,alt_7
notrecommended,2,14883_10,ego_trt_175,alt_7
notrecommended,4,14884_10,ego_trt_175,alt_7
notrecommended,2,14885_10,ego_trt_175,alt_7
notrecommended,4,14920_10,ego_trt_175,alt_30
notrecommended,2,14921_10,ego_trt_175,alt_30
notrecommended,4,14922_10,ego_trt_175,alt_30
notrecommended,3,14923_10,ego_trt_175,alt_30
notrecommended,2,14924_10,ego_trt_175,alt_30
notrecommended,2,14925_10,ego_trt_175,alt_30
notrecommended,3,12214_8,ego_trt_139,alt_54
notrecommended,3,12215_8,ego_trt_139,alt_54
notrecommended,4,12216_8,ego_trt_139,alt_54
notrecommended,3,12217_8,ego_trt_139,alt_54
notrecommended,4,12218_8,ego_trt_139,alt_54
notrecommended,4,12219_8,ego_trt_139,alt_54
notrecommended,3,12254_8,ego_trt_139,alt_25
notrecommended,4,12255_8,ego_trt_139,alt_25
notrecommended,3,12256_8,ego_trt_139,alt_25
notrecommended,5,12257_8,ego_trt_139,alt_25
notrecommended,4,12258_8,ego_trt_139,alt_25
notrecommended,3,12259_8,ego_trt_139,alt_25
notrecommended,4,12294_8,ego_trt_139,alt_55
notrecommended,4,12295_8,ego_trt_139,alt_55
notrecommended,3,12296_8,ego_trt_139,alt_55
notrecommended,4,12297_8,ego_trt_139,alt_55
notrecommended,3,12298_8,ego_trt_139,alt_55
notrecommended,4,12299_8,ego_trt_139,alt_55
notrecommended,4,12334_8,ego_trt_139,alt_2
notrecommended,4,12335_8,ego_trt_139,alt_2
notrecommended,3,12336_8,ego_trt_139,alt_2
notrecommended,3,12337_8,ego_trt_139,alt_2
notrecommended,4,12338_8,ego_trt_139,alt_2
notrecommended,4,12339_8,ego_trt_139,alt_2
recommended,4,12374_8,ego_trt_139,alt_40
recommended,4,12375_8,ego_trt_139,alt_40
recommended,3,12376_8,ego_trt_139,alt_40
recommended,4,12377_8,ego_trt_139,alt_40
recommended,3,12378_8,ego_trt_139,alt_40
recommended,4,12379_8,ego_trt_139,alt_40
recommended,3,12415_8,ego_trt_139,alt_26
recommended,4,12416_8,ego_trt_139,alt_26
recommended,3,12417_8,ego_trt_139,alt_26
recommended,4,12418_8,ego_trt_139,alt_26
recommended,3,12419_8,ego_trt_139,alt_26
